Channel URL,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated
http://www.youtube.com/@alicefrancoiseniekam6966,@alicefrancoiseniekam6966,C&#39;est la meilleure chanson au monde,2023-08-09T19:46:44Z,3,0,,,,
http://www.youtube.com/@IngridWinnyGNANGATSONA,@IngridWinnyGNANGATSONA,C&#39;est un vrai sport félisitation,2023-08-08T11:32:37Z,6,0,,,,
http://www.youtube.com/@pierrettemefo1674,@pierrettemefo1674,❤ j&#39;aime ça,2023-08-08T09:36:33Z,1,0,,,,
http://www.youtube.com/@romaricajoumissi314,@romaricajoumissi314,Thanks KO-C <br>My son likes to much this single.,2023-08-06T19:12:13Z,2,0,,,,
http://www.youtube.com/@momoalima6080,@momoalima6080,Je aime,2023-08-06T18:01:14Z,1,0,,,,
http://www.youtube.com/@FannyNtsame-p3b,@FannyNtsame-p3b,🎉🎉🎉,2023-08-05T20:32:46Z,0,0,,,,
http://www.youtube.com/@konandonald4685,@konandonald4685,"La poussière Land a fait fort, courage a vous.",2023-08-04T19:19:21Z,1,2,,,,
,,,,,,@spoilersrealm7805,we love our dust bro❤,2023-10-31T18:52:34Z,2023-10-31T18:52:34Z
,,,,,,@raphatube.4440,Chien,2023-08-08T19:03:32Z,2023-08-08T19:03:32Z
http://www.youtube.com/@samuelbanzoulou,@samuelbanzoulou,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a>",2023-08-04T13:48:05Z,0,0,,,,
http://www.youtube.com/@lindanouda7147,@lindanouda7147,❤❤❤,2023-08-04T06:48:12Z,0,0,,,,
http://www.youtube.com/@xEnon-yt,@xEnon-yt,C&#39;est très bien,2023-08-03T19:04:08Z,1,0,,,,
http://www.youtube.com/@hannahrouvinez6079,@hannahrouvinez6079,quand mon fils veux a manger il ne vueux que deux eaux spaggettti!!!,2023-08-02T21:12:54Z,3,0,,,,
http://www.youtube.com/@hannahrouvinez6079,@hannahrouvinez6079,tout les magidas te remercient...,2023-08-02T20:45:15Z,1,0,,,,
http://www.youtube.com/@essoshatin6887,@essoshatin6887,"S&#39;es trop bien,,<br><br>Ko-c d&#39;eux seusf sqageti c&#39;est cool youqiiii",2023-07-31T20:27:08Z,3,0,,,,
http://www.youtube.com/@sebastiengal5107,@sebastiengal5107,2 ou 3 ingrédients une chanson cameroun trop puissant,2023-07-31T12:18:13Z,1,0,,,,
http://www.youtube.com/@christinetelezing4536,@christinetelezing4536,😢😮😮😮😮😮,2023-07-30T19:16:02Z,0,0,,,,
http://www.youtube.com/@axellentsame,@axellentsame,P,2023-07-30T14:25:18Z,0,0,,,,
http://www.youtube.com/@ChristelleraissaMonkamendou,@ChristelleraissaMonkamendou,❤❤❤🎉🎉 😍😍😘😘🥰🥰 ooooooorr,2023-07-30T10:45:57Z,1,0,,,,
http://www.youtube.com/@Annverone,@Annverone,Se une de préfère ❤️❤️❤️,2023-07-29T19:34:26Z,3,1,,,,
,,,,,,@Annverone,J&#39;aime trop trop Set chanson 😍😍😍,2023-07-30T21:57:02Z,2023-07-30T21:57:02Z
http://www.youtube.com/@ZENABOUNGATCHA,@ZENABOUNGATCHA,J&#39;ai coute sa depuis que j&#39;ai 4 ans ❤❤❤🎉🎉 ma chanson préférée ❤❤❤🎉🎉,2023-07-29T11:05:43Z,4,0,,,,
http://www.youtube.com/@gnahouearsene6426,@gnahouearsene6426,KO C Chez nous les ivoiriens on dit mogorr la est mal danhhhereux wouaiiiiiiiii . Tu maîtrise ta choregraphie l arrangement lui même est par parfait chapeau l artiste 😊😊😊😊,2023-07-29T08:49:41Z,2,0,,,,
http://www.youtube.com/@jamesntita4930,@jamesntita4930,NUL 😁😁😁😁😁🤣,2023-07-29T07:01:02Z,0,0,,,,
http://www.youtube.com/@dangrente2227,@dangrente2227,☺☺☺☺☺☺☺☺,2023-07-28T17:57:54Z,1,0,,,,
http://www.youtube.com/@feliciagbehon5442,@feliciagbehon5442,👍👍👍,2023-07-27T21:32:20Z,1,0,,,,
http://www.youtube.com/@elymariz_x,@elymariz_x,Les camerounais sont là 😂😂,2023-07-27T19:22:38Z,6,0,,,,
http://www.youtube.com/@kingnearnauld689,@kingnearnauld689,🫡🫡🫡🫡🫡,2023-07-27T16:09:18Z,1,0,,,,
http://www.youtube.com/@tieriratch7856,@tieriratch7856,on peut avoir la possibilité de liker le song ci plusieurs fois?,2023-07-26T20:09:59Z,0,0,,,,
http://www.youtube.com/@BintouWendy,@BintouWendy,❤❤❤🎉🎉😮😮😮,2023-07-26T17:24:06Z,0,0,,,,
http://www.youtube.com/@gracemahombo7111,@gracemahombo7111,"Suis du 🇨🇩,j&#39;aime beaucoup la chanson 😊",2023-07-26T10:06:52Z,2,0,,,,
http://www.youtube.com/@mireillekam9108,@mireillekam9108,😂,2023-07-26T09:14:50Z,0,0,,,,
http://www.youtube.com/@RomualdIrie,@RomualdIrie,Bravo 👍👍👍,2023-07-26T02:40:27Z,1,0,,,,
http://www.youtube.com/@danindrin2303,@danindrin2303,nul,2023-07-25T22:25:58Z,0,0,,,,
http://www.youtube.com/@BadjikaElie,@BadjikaElie,Télécharger bien,2023-07-23T20:01:43Z,0,0,,,,
http://www.youtube.com/@AubinRobert-k4f,@AubinRobert-k4f,🎉🎉🎉🎉🎉,2023-07-23T18:25:46Z,0,0,,,,
http://www.youtube.com/@vincentdjeutassa-gt6qc,@vincentdjeutassa-gt6qc,Je valide mon frère,2023-07-23T16:52:22Z,0,0,,,,
http://www.youtube.com/@emileyeo2250,@emileyeo2250,La chorégraphie est une véritable séance de fitness,2023-07-23T13:19:41Z,4,0,,,,
http://www.youtube.com/@PrincesseViolette,@PrincesseViolette,Tu m&#39;entends t&#39;es trop<br>Trouvez et vous sautez s&#39;habiller,2023-07-23T09:53:23Z,0,0,,,,
http://www.youtube.com/@Jean-eudesNdounkeu,@Jean-eudesNdounkeu,"Mama,😂😂😂😊❤❤❤",2023-07-21T20:55:04Z,2,0,,,,
http://www.youtube.com/@daniellekouame1529,@daniellekouame1529,😊🎉r,2023-07-20T21:57:30Z,0,0,,,,
http://www.youtube.com/@judithmouketou2749,@judithmouketou2749,TU QU&#39;ONNÊT CHANTÉ 😊😊🎉❤,2023-07-20T21:33:23Z,1,0,,,,
http://www.youtube.com/@Nad%C3%A8geAndemeObiang,@NadègeAndemeObiang,Vraiment c&#39;est très bien ❤❤🎉🎉🇬🇦🇬🇦🇬🇦,2023-07-20T18:06:51Z,1,0,,,,
http://www.youtube.com/@mariakekoss6919,@mariakekoss6919,Depuis le Congo Brazzaville 🇨🇬🥰🥰 mes jumeaux de 5 ans ne dansent que sur ça 🥰,2023-07-19T21:40:13Z,3,0,,,,
http://www.youtube.com/@MbekepseBahelDOROTHEE,@MbekepseBahelDOROTHEE,❤🥰😍🤩😘💗💖💝💘,2023-07-19T19:42:46Z,0,0,,,,
http://www.youtube.com/@rica5377,@rica5377,Je suis ivoirienne 🇨🇮  J aime trop le son  et la chorégraphie <br>Le Cameroun est mon pays de cœur 😍,2023-07-18T11:52:47Z,302,20,,,,
,,,,,,@marlinentaka5983,@@sganarel295tu dis quoi même toi la,2024-05-31T19:58:34Z,2024-05-31T19:58:34Z
,,,,,,@samuelraykun9042,@@Salim89870ferme ta gueule,2024-04-25T16:02:27Z,2024-04-25T16:02:27Z
,,,,,,@agneserika8593,Nous  🇨🇲 vous aimons aussi 🇨🇮,2024-03-27T17:28:47Z,2024-03-27T17:28:47Z
,,,,,,@sganarel295,C&#39;est vous qui nous 🇨🇮 souillez avec votre mendicité d&#39;amour. Voilà qu&#39;ils t&#39;ont rejeté pfff,2024-03-06T15:54:35Z,2024-03-06T15:54:35Z
,,,,,,@kenmoestephane9847,La côte d&#39;Ivoire est ma deuxième nation en Afrique,2024-01-07T21:48:52Z,2024-01-07T21:48:52Z
,,,,,,@EniolaTanimola,Trop cool😅😅,2023-12-19T16:47:17Z,2023-12-19T16:47:17Z
,,,,,,@Jenny-zv7wc,❤❤❤❤❤❤❤,2023-11-25T16:02:48Z,2023-11-25T16:02:48Z
,,,,,,@Jenny-zv7wc,❤,2023-11-25T16:02:20Z,2023-11-25T16:02:20Z
,,,,,,@solene45,🇨🇲🇨🇲❤️🇨🇮,2023-10-16T16:26:36Z,2023-10-16T16:26:36Z
,,,,,,@alinedetaille6498,❤❤,2023-10-13T05:27:05Z,2023-10-13T05:27:05Z
,,,,,,@mconanga,​@@rica5377😊,2023-10-09T18:28:13Z,2024-04-18T02:55:42Z
,,,,,,@rica5377,@@rosinenya1071 t&#39;envoyer un message <br>Tu es sûr que tu tes pas trompé de commentaire par hasard,2023-10-03T09:18:12Z,2024-04-18T02:55:42Z
,,,,,,@MarieaneGba,​@@Salim89870tu est vraiment malade les bêtises t&#39;es frère Camerounais font tu vois pas sauvage mouton,2023-09-22T23:38:22Z,2024-04-18T02:55:42Z
,,,,,,@D2f64mo,ღ♡ ° ◑❥►❥,2023-08-15T13:48:52Z,2023-08-15T13:48:52Z
,,,,,,@rosinenya1071,"Bah pourquoi tu peux pas m’envoyer un message <a href=""https://www.youtube.com/watch?v=bcW315qgWe8&amp;t=58"">0:58</a>",2023-08-03T08:41:33Z,2023-08-03T08:41:33Z
,,,,,,@elia6703,Prends tes coeurs chérie,2023-08-01T19:51:12Z,2023-08-01T19:51:12Z
,,,,,,@rica5377,@@jamesntita4930 j&#39;ai pas compris,2023-07-29T10:06:02Z,2024-04-18T02:55:42Z
,,,,,,@rica5377,"@@Salim89870 ou est le rapport avec ce que je dit <br>En plus j ai le droit d&#39;aimer ce que je veux , j ai dit  je suis et j aime ce qui signifie que c&#39;est moi qui aime donc le vous ne me concerne pas , ton commentaire n&#39;a pas sa place ici .",2023-07-29T10:05:16Z,2024-04-18T02:55:42Z
,,,,,,@jamesntita4930,BE B,2023-07-29T07:03:31Z,2023-07-29T07:03:31Z
,,,,,,@Salim89870,Pour cela en Tunisie vous nous faites chié avec vous bagarre,2023-07-24T16:10:55Z,2023-07-24T16:10:55Z
http://www.youtube.com/@Constructiondk-qh5ke,@Constructiondk-qh5ke,Www w il q,2023-07-17T09:46:30Z,0,0,,,,
http://www.youtube.com/@fredmintogo4592,@fredmintogo4592,Fier d être camerounaise gabonaise,2023-07-16T13:00:24Z,1,0,,,,
http://www.youtube.com/@labellethecca,@labellethecca,Le titre est rigolo 😂😂😅❤✊🇨🇲🇨🇲🇨🇲🔥🔥🔥🇭🇹🇭🇹🇭🇹👑,2023-07-15T21:07:02Z,4,0,,,,
http://www.youtube.com/@anthonyr6018,@anthonyr6018,D’accord les camerounais ❤️,2023-07-15T20:27:31Z,1,0,,,,
http://www.youtube.com/@jeannekoffi4124,@jeannekoffi4124,Merci beaucoup pour cette belle journée ❤❤❤❤❤😂😂😂😂🎉🎉🎉,2023-07-15T16:17:33Z,2,0,,,,
http://www.youtube.com/@EmmaculateNtuchu,@EmmaculateNtuchu,Bj,2023-07-14T19:42:59Z,0,0,,,,
http://www.youtube.com/@luludisatihine3606,@luludisatihine3606,😊😊😊😊😊😊😊😊😊😊😊,2023-07-14T15:30:08Z,0,0,,,,
http://www.youtube.com/@PioLOKONON,@PioLOKONON,J&#39;aime trop cette chanson 😍😍😍,2023-07-14T14:43:17Z,1,0,,,,
http://www.youtube.com/@ndrifelia9501,@ndrifelia9501,L&#39;IVOIRIENNE qui ADORE LE CAMEROUN 😍 😍,2023-07-14T02:37:10Z,3,0,,,,
http://www.youtube.com/@josianeatyame,@josianeatyame,❤,2023-07-12T18:50:24Z,0,0,,,,
http://www.youtube.com/@josianeatyame,@josianeatyame,La magic de la danse,2023-07-12T18:50:12Z,0,0,,,,
http://www.youtube.com/@BadjikaElie,@BadjikaElie,YouTube,2023-07-12T14:16:55Z,1,0,,,,
http://www.youtube.com/@belmarelandryngagoue5842,@belmarelandryngagoue5842,J&#39;ai appris la chorégraphie de deux oeufs spaghetti,2023-07-12T00:22:47Z,0,0,,,,
http://www.youtube.com/@GeozianeZebli-et4mb,@GeozianeZebli-et4mb,"J,aime<br>🕺😂",2023-07-11T11:46:42Z,0,0,,,,
http://www.youtube.com/@fafamiss3431,@fafamiss3431,"Pourquoi tu me diras ce 😮😮😮😮😮😮😮😮😮😮😮😮😮😮 pas 😂 tu as besoin de votre côté tt le temps de faire le nécessaire auprès de que tu as quelques modèles de la maison de la journaliste de quoi faire de la maison 🏡🏠🏠 oeuf de Pâques et que tu as besoin y en avait besoin d&#39;une semaine de la semaine du son et le reste du temps à la fin du séjour y en pleines lunes je vous partir du mois u iu de i <a href=""https://www.youtube.com/watch?v=bcW315qgWe8&amp;t=249"">4:09</a> vacances de la semaine du lundi Uniprix je vous ferai je suis à votre côté",2023-07-10T17:22:17Z,1,0,,,,
http://www.youtube.com/@kanikialpha2371,@kanikialpha2371,J&#39;aime,2023-07-10T15:28:14Z,0,0,,,,
http://www.youtube.com/@ndoloweh,@ndoloweh,Ko-c is so talented!Very good choreography and funny lyrics.I pray he gets the success and attention he deserves.,2023-07-09T21:52:48Z,42,1,,,,
,,,,,,@carmelmahinou,🦍,2023-07-27T21:04:19Z,2023-07-27T21:04:19Z
http://www.youtube.com/@nicolekinuani6395,@nicolekinuani6395,❤et je vous 😢,2023-07-09T18:23:17Z,0,0,,,,
http://www.youtube.com/@nicolekinuani6395,@nicolekinuani6395,Oui c&#39;est vrai en fait je pris que je ne suis,2023-07-09T18:22:58Z,0,0,,,,
http://www.youtube.com/@bonkoungouedouard2088,@bonkoungouedouard2088,"Il a une musique que je n,aime pas 😊",2023-07-09T15:49:00Z,0,0,,,,
http://www.youtube.com/@bonkoungouedouard2088,@bonkoungouedouard2088,"Je l,aime ça musique est bon ❤❤❤❤❤❤🎉🎉🎉",2023-07-09T15:45:32Z,0,0,,,,
http://www.youtube.com/@DulcieMahi,@DulcieMahi,Force à toi,2023-07-09T15:07:19Z,0,0,,,,
http://www.youtube.com/@youssoufmoussa4525,@youssoufmoussa4525,Il a vraiment fait un son qui traite d’oeuf et de spaghettis 😐,2023-07-08T23:09:56Z,0,0,,,,
http://www.youtube.com/@serenhansa1754,@serenhansa1754,Cette chanson est la meilleure chanson de mon frère à chaque fois qu&#39;il on ton ca il danse vite  il a 1ans,2023-07-08T08:34:36Z,0,0,,,,
http://www.youtube.com/@djenecisse9829,@djenecisse9829,bonjour 👋,2023-07-07T21:03:10Z,0,0,,,,
http://www.youtube.com/@FeliciaTchoula-vk4mi,@FeliciaTchoula-vk4mi,Gar les camerounais sont dabord Fort 😝inspirer cultivar 2 œufs spaghetti il n&#39;existe pas plus bon mellange,2023-07-07T19:07:53Z,0,0,,,,
http://www.youtube.com/@BayeNabi,@BayeNabi,Camerounais jusqu’à la moelle 🇨🇲,2023-07-07T17:19:01Z,1,0,,,,
http://www.youtube.com/@Bonkoungou%C3%89douard-p3j,@BonkoungouÉdouard-p3j,C&#39;est bon même ❤❤❤❤❤❤,2023-07-06T17:40:22Z,1,0,,,,
http://www.youtube.com/@FabriolleOssougathekiba,@FabriolleOssougathekiba,Je t&#39;aime trop ❤❤❤❤❤❤,2023-07-06T16:17:15Z,1,0,,,,
http://www.youtube.com/@Safiatou-d8c,@Safiatou-d8c,Musique,2023-07-06T13:19:43Z,0,0,,,,
http://www.youtube.com/@MokubeNickelmendy,@MokubeNickelmendy,Much love ❤️❤️❤️🇨🇲,2023-07-05T23:34:44Z,1,0,,,,
http://www.youtube.com/@germinemadjinou3531,@germinemadjinou3531,avec la clinique de la semaine ❤ sur les solutions trouvées pour,2023-07-05T14:56:38Z,0,0,,,,
http://www.youtube.com/@oumousidibe161,@oumousidibe161,Bravo j&#39;aime trop le son❤❤❤,2023-07-04T19:50:25Z,0,0,,,,
http://www.youtube.com/@EmmanueCokouvi,@EmmanueCokouvi,Moi no,2023-07-04T15:36:30Z,1,0,,,,
http://www.youtube.com/@ntsamy1012,@ntsamy1012,"Pour le mariage 🎉de ma maman, j&#39;ai adore le son❤❤",2023-07-04T11:12:04Z,1,1,,,,
,,,,,,@ntsamy1012,Je ❤❤ t&#39;aime,2023-07-04T11:12:52Z,2023-07-04T11:12:52Z
http://www.youtube.com/@salamolamide650,@salamolamide650,Depuis le Bénin je valide la chanson c&#39;est mon gar depuis fort longtemps Big UP à lui 🎉,2023-07-04T05:48:51Z,0,0,,,,
http://www.youtube.com/@rokhayas,@rokhayas,my new workout song❤🎉,2023-07-02T12:30:38Z,2,0,,,,
http://www.youtube.com/@lorettalovet6616,@lorettalovet6616,Kco tu es là comme un dictateur africain 🤣🤣🤣,2023-07-01T19:20:50Z,0,0,,,,
http://www.youtube.com/@donissoufkoala7538,@donissoufkoala7538,❤❤❤,2023-07-01T18:54:13Z,1,0,,,,
http://www.youtube.com/@christineossiba7657,@christineossiba7657,😂😂😂,2023-07-01T13:54:06Z,0,0,,,,
http://www.youtube.com/@SibAis-d2b,@SibAis-d2b,Ça me plaît beaucoup 😂 . Aller 2 œuf spaghettis ❤😂,2023-07-01T11:54:19Z,0,0,,,,
http://www.youtube.com/@mariepierremendy2097,@mariepierremendy2097,J&#39;ai aimé le son,2023-06-30T19:56:37Z,1,0,,,,
http://www.youtube.com/@rolandake4150,@rolandake4150,J&#39;adore le clip,2023-06-30T16:01:21Z,0,0,,,,
http://www.youtube.com/@BARBIEBELLE-o5r,@BARBIEBELLE-o5r,"c&#39;est trop cool <a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/m8MfY4jbFsWJhL0PyouA2Ak""></a>😋😛🤗🤩😍",2023-06-29T19:57:15Z,2,0,,,,
http://www.youtube.com/@emmamichellebolly1813,@emmamichellebolly1813,❤❤❤❤❤❤kom ❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊,2023-06-29T14:15:27Z,0,0,,,,
http://www.youtube.com/@FullanyBeauty,@FullanyBeauty,Le continent Camerounais!!!! ❤🎉❤ bisous du Mali 🇲🇱 🇨🇲 ❤,2023-06-28T21:06:40Z,49,3,,,,
,,,,,,@solene45,🇨🇲❤️❤️🇲🇱,2023-10-16T16:27:19Z,2023-10-16T16:27:19Z
,,,,,,@FullanyBeauty,@@Salim89870 🤮😷,2023-07-24T16:17:44Z,2024-04-18T01:46:30Z
,,,,,,@Salim89870,Bisous pour Tunisie mieux,2023-07-24T16:11:14Z,2023-07-24T16:11:14Z
http://www.youtube.com/@RoseNdigome-hu5if,@RoseNdigome-hu5if,2  eufs  spaghetti    c&#39;est  plus   belle  musique  du   monde,2023-06-28T17:32:02Z,0,0,,,,
http://www.youtube.com/@ConseilsDeLion,@ConseilsDeLion,Le continent CAMEROUNAIS trop d&#39;inspiration 🇨🇲🇨🇲🇨🇲🇨🇲,2023-06-28T16:50:35Z,1,0,,,,
http://www.youtube.com/@mumunofficial1931,@mumunofficial1931,You ❤❤,2023-06-28T13:40:16Z,1,0,,,,
http://www.youtube.com/@tknj9911,@tknj9911,Fire🔥🔥🔥,2023-06-28T12:43:15Z,0,0,,,,
http://www.youtube.com/@montyaimeeyra4841,@montyaimeeyra4841,Ya chansons des gens😅😅😅😅,2023-06-27T23:01:12Z,0,0,,,,
http://www.youtube.com/@samueldjoli1353,@samueldjoli1353,Avant je n&#39;aimais pas manger sa la mai tenom j&#39;aime maitenom mangé  sa 🤟 sa me donnes fin,2023-06-27T19:09:25Z,1,0,,,,
http://www.youtube.com/@guyrodriguembalaawono1799,@guyrodriguembalaawono1799,Bravooo,2023-06-27T18:21:34Z,0,0,,,,
http://www.youtube.com/@tchekobe,@tchekobe,merci KO C. IL N Y A PAS 2 CONTINENT EN AFRIQUE,2023-06-27T13:56:15Z,2,0,,,,
http://www.youtube.com/@kadi9278,@kadi9278,"Super son mais moi qui suis marocaine Quelqu’un peut m’expliquer que signifie 2 œufs spaghettis et comment interpréter ce clip, pourquoi ce titre qu’est-ce qu’il raconte et que raconte le clip",2023-06-26T17:15:47Z,0,2,,,,
,,,,,,@kadi9278,@@essambasamba944 très bien merci pour tes explications ☺️☺️☺️,2023-07-29T16:19:40Z,2024-06-18T02:21:08Z
,,,,,,@essambasamba944,C est conme tu entends la rien de caché...IL faut honneur aux vendeurs d oeufs spaghetti et IL parle Aussi de Lui meme en tant que combattant....bref c un peu tout cela,2023-07-29T16:14:00Z,2023-07-29T16:14:00Z
http://www.youtube.com/@attaffouatigori9591,@attaffouatigori9591,"KO  C , tu as fait fort !  ❤❤❤❤❤depuis  la Côte d&#39;Ivoire.  Je suis  une mère de famille mais je ne peux pas rester  assise avec ce son. ❤❤❤❤❤",2023-06-26T13:07:47Z,6,0,,,,
http://www.youtube.com/@augustinmondolebaloka7774,@augustinmondolebaloka7774,Cool,2023-06-25T18:40:56Z,1,0,,,,
http://www.youtube.com/@daviddollarnew9354,@daviddollarnew9354,We love this from Nigeria ❤️❤️❤️❤️🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬,2023-06-25T17:30:23Z,151,3,,,,
,,,,,,@MJ01-y8z,Our brothers 🇨🇲❤️🇳🇬,2024-12-03T09:43:46Z,2024-12-03T09:43:46Z
,,,,,,@AnaelleChloe,​@@awemanyfit😂😂😂,2024-04-22T18:05:50Z,2024-06-17T23:06:11Z
,,,,,,@awemanyfit,As a Nigerian learning french I love this🙂,2024-02-20T19:52:10Z,2024-02-20T19:52:10Z
http://www.youtube.com/@jeanpaulcharly,@jeanpaulcharly,Kiékie ❣️😋😋😋<br>Étiè j&#39;ai aimé grave ✔️🥰🥰🤗🤗😍😍😅❣️<br>Force à toi 🤜🤛🙈❣️😍🤗🥰🥰😋😋❤️,2023-06-25T17:23:29Z,1,0,,,,
http://www.youtube.com/@Bingour%C3%A9David,@BingouréDavid,Le gars avec le chapeau rouge la respect❤❤😮,2023-06-24T20:29:38Z,0,0,,,,
http://www.youtube.com/@LeopoldGanghas-f5w,@LeopoldGanghas-f5w,Je kiff grave,2023-06-24T17:54:28Z,0,0,,,,
http://www.youtube.com/@fadimatoucynthiadominiquek8209,@fadimatoucynthiadominiquek8209,No comment,2023-06-24T14:53:52Z,0,0,,,,
http://www.youtube.com/@angelanassie5419,@angelanassie5419,Je dis que tchiaaaaa ko-c inspiration de ce son la weppp je dépose. Trop chic❤❤❤,2023-06-24T13:59:36Z,0,0,,,,
http://www.youtube.com/@ClaudineAttitso-je8xf,@ClaudineAttitso-je8xf,J&#39;adore  trop,2023-06-24T11:36:52Z,0,0,,,,
http://www.youtube.com/@angelenkeing-ly1my,@angelenkeing-ly1my,"Ce son a réussi sur tous les plans :la chorégraphie les paroles,le clip, le bit , bref c&#39;est fantastique",2023-06-24T06:23:06Z,23,0,,,,
http://www.youtube.com/@lilliannchang,@lilliannchang,La nourriture et la chanson sa fait fort❤😂😂,2023-06-22T20:04:24Z,1,0,,,,
http://www.youtube.com/@ONLYMPITCH,@ONLYMPITCH,🇨🇮❤,2023-06-22T14:45:27Z,2,0,,,,
http://www.youtube.com/@bignoncedriccamus9566,@bignoncedriccamus9566,C&#39;est formidable <br>ça rime l&#39;Afrique,2023-06-22T12:11:39Z,0,0,,,,
http://www.youtube.com/@WinnieTchounouga-ol6jt,@WinnieTchounouga-ol6jt,A,2023-06-22T10:18:04Z,0,0,,,,
http://www.youtube.com/@AlimatouBELENGAI,@AlimatouBELENGAI,"💞😘❤️😘😘 <a href=""https://www.youtube.com/watch?v=bcW315qgWe8&amp;t=228"">3:48</a> <a href=""https://www.youtube.com/watch?v=bcW315qgWe8&amp;t=232"">3:52</a> <a href=""https://www.youtube.com/watch?v=bcW315qgWe8&amp;t=233"">3:53</a>",2023-06-22T08:04:55Z,0,0,,,,
http://www.youtube.com/@feliciteeklu9139,@feliciteeklu9139,Pour ce cette chanson je note 10sur 10,2023-06-21T20:38:58Z,1,0,,,,
http://www.youtube.com/@NandjuiGilbertPierreANOUMAH,@NandjuiGilbertPierreANOUMAH,"vraiment super son, fait nous vibrer KOC",2023-06-21T13:56:51Z,0,0,,,,
http://www.youtube.com/@YasmineAkabla,@YasmineAkabla,❤❤😂🎉,2023-06-21T13:20:15Z,0,0,,,,
http://www.youtube.com/@EmmanuellaAwaho,@EmmanuellaAwaho,La sixième 😊,2023-06-21T00:22:28Z,0,0,,,,
http://www.youtube.com/@wilmachancia2527,@wilmachancia2527,Jador,2023-06-20T17:38:52Z,2,0,,,,
http://www.youtube.com/@starlinduclairtcheutchoua7707,@starlinduclairtcheutchoua7707,Roblox,2023-06-20T13:46:31Z,0,0,,,,
http://www.youtube.com/@starlinduclairtcheutchoua7707,@starlinduclairtcheutchoua7707,P,2023-06-20T13:45:35Z,0,0,,,,
http://www.youtube.com/@starlinduclairtcheutchoua7707,@starlinduclairtcheutchoua7707,E,2023-06-20T13:38:12Z,0,0,,,,
http://www.youtube.com/@gilbertovideo228,@gilbertovideo228,Je likes,2023-06-20T11:05:51Z,0,0,,,,
http://www.youtube.com/@ElyanneTchissambou-tz9oq,@ElyanneTchissambou-tz9oq,Koc la chanson a bien été chante je vous donne un trophée 🏆🏆🏆,2023-06-19T17:27:30Z,1,0,,,,
http://www.youtube.com/@AlvaroAndjongo,@AlvaroAndjongo,Belle chanson,2023-06-19T09:11:41Z,1,0,,,,
http://www.youtube.com/@IsaacBambock,@IsaacBambock,❤❤❤❤❤❤,2023-06-19T06:00:40Z,1,0,,,,
